"","code","name","sci_name","family","order"
"13949","saxico1","Saxicola sp.","Saxicola sp.","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13950","busbus1","Buff-streaked Chat","Campicoloides bifasciatus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13951","siccha1","Sickle-winged Chat","Emarginata sinuata","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13952","karcha1","Karoo Chat","Emarginata schlegelii","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13953","tracha1","Tractrac Chat","Emarginata tractrac","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13954","moocha1","Moorland Chat","Pinarochroa sordida","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13955","moocha2","Moorland Chat (Abyssinian)","Pinarochroa sordida sordida","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13956","moocha4","Moorland Chat (Mt. Kenya)","Pinarochroa sordida ernesti","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13957","moocha5","Moorland Chat (Ngorongoro)","Pinarochroa sordida olimotiensis","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13958","moocha6","Moorland Chat (Mt. Kilimanjaro)","Pinarochroa sordida hypospodia","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13959","moccha1","Mocking Cliff-Chat","Thamnolaea cinnamomeiventris","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13960","wwccha1","White-winged Cliff-Chat","Thamnolaea semirufa","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13961","soocha1","Sooty Chat","Myrmecocichla nigra","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13962","noacha1","Northern Anteater-Chat","Myrmecocichla aethiops","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13963","soacha1","Southern Anteater-Chat","Myrmecocichla formicivora","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13964","conmoo1","Congo Moor Chat","Myrmecocichla tholloni","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13965","mouwhe1","Mountain Wheatear","Myrmecocichla monticola","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13966","ruecha1","Ruppell's Chat","Myrmecocichla melaena","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13967","whbcha2","Arnot's Chat","Myrmecocichla arnotti","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13968","arncha1","Arnot's Chat (Angola)","Myrmecocichla arnotti harterti","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13969","arncha2","Arnot's Chat (Arnot's)","Myrmecocichla arnotti arnotti","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13970","ruacha1","Ruaha Chat","Myrmecocichla collaris","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13971","norwhe","Northern Wheatear","Oenanthe oenanthe","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13972","norwhe2","Northern Wheatear (Greenland)","Oenanthe oenanthe leucorhoa","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13973","norwhe1","Northern Wheatear (Eurasian)","Oenanthe oenanthe oenanthe/libanotica","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13974","norwhe3","Northern Wheatear (Black-throated)","Oenanthe oenanthe seebohmi","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13975","capwhe1","Capped Wheatear","Oenanthe pileata","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13976","rebwhe1","Red-breasted Wheatear","Oenanthe bottae","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13977","rebwhe2","Red-breasted Wheatear (Buff-breasted)","Oenanthe bottae bottae","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13978","rebwhe3","Red-breasted Wheatear (Rusty-breasted)","Oenanthe bottae frenata","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13979","isawhe1","Isabelline Wheatear","Oenanthe isabellina","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13980","heuwhe1","Heuglin's Wheatear","Oenanthe heuglini","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13981","hoowhe1","Hooded Wheatear","Oenanthe monacha","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13982","deswhe1","Desert Wheatear","Oenanthe deserti","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13983","bkewhe1","Western Black-eared Wheatear","Oenanthe hispanica","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13984","cypwhe1","Cyprus Wheatear","Oenanthe cypriaca","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13985","bkewhe2","Eastern Black-eared Wheatear","Oenanthe melanoleuca","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13986","y00915","Northern/Western Black-eared/Eastern Black-eared Wheatear","Oenanthe oenanthe/hispanica/melanoleuca","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13987","blewhe1","Western/Eastern Black-eared Wheatear","Oenanthe hispanica/melanoleuca","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13988","piewhe1","Pied Wheatear","Oenanthe pleschanka","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13989","piewhe2","Pied Wheatear (vittata)","Oenanthe pleschanka (vittata form)","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13990","y01004","Cyprus/Pied Wheatear","Oenanthe cypriaca/pleschanka","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13991","x00771","Eastern Black-eared x Pied Wheatear (hybrid)","Oenanthe melanoleuca x pleschanka","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13992","y01162","Eastern Black-eared/Pied Wheatear","Oenanthe melanoleuca/pleschanka","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13993","wfbcha1","White-fronted Black-Chat","Oenanthe albifrons","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13994","somwhe1","Somali Wheatear","Oenanthe phillipsi","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13995","rerwhe1","Red-rumped Wheatear","Oenanthe moesta","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13996","blacks1","Blackstart","Oenanthe melanura","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13997","famcha1","Familiar Chat","Oenanthe familiaris","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13998","somcha1","Sombre Rock Chat","Oenanthe dubia","Muscicapidae (Old World Flycatchers)","Passeriformes"
"13999","brtcha1","Brown-tailed Chat","Oenanthe scotocerca","Muscicapidae (Old World Flycatchers)","Passeriformes"
"14000","bntcha1","Brown-tailed Chat (Brown-tailed)","Oenanthe scotocerca [scotocerca Group]","Muscicapidae (Old World Flycatchers)","Passeriformes"
"14001","bntcha2","Brown-tailed Chat (Pale)","Oenanthe scotocerca spectatrix/validior","Muscicapidae (Old World Flycatchers)","Passeriformes"
"14002","indcha1","Brown Rock Chat","Oenanthe fusca","Muscicapidae (Old World Flycatchers)","Passeriformes"
"14003","varwhe1","Variable Wheatear","Oenanthe picata","Muscicapidae (Old World Flycatchers)","Passeriformes"
"14004","varwhe2","Variable Wheatear (Blyth's)","Oenanthe picata picata","Muscicapidae (Old World Flycatchers)","Passeriformes"
"14005","varwhe3","Variable Wheatear (Gould's)","Oenanthe picata capistrata","Muscicapidae (Old World Flycatchers)","Passeriformes"
"14006","varwhe4","Variable Wheatear (Strickland's)","Oenanthe picata opistholeuca","Muscicapidae (Old World Flycatchers)","Passeriformes"
"14007","blawhe1","Black Wheatear","Oenanthe leucura","Muscicapidae (Old World Flycatchers)","Passeriformes"
"14008","humwhe2","Hume's Wheatear","Oenanthe albonigra","Muscicapidae (Old World Flycatchers)","Passeriformes"
"14009","whtwhe1","White-crowned Wheatear","Oenanthe leucopyga","Muscicapidae (Old World Flycatchers)","Passeriformes"
"14010","mouwhe5","Arabian Wheatear","Oenanthe lugentoides","Muscicapidae (Old World Flycatchers)","Passeriformes"
"14011","mouwhe4","Abyssinian Wheatear","Oenanthe lugubris","Muscicapidae (Old World Flycatchers)","Passeriformes"
"14012","finwhe1","Finsch's Wheatear","Oenanthe finschii","Muscicapidae (Old World Flycatchers)","Passeriformes"
"14013","mouwhe2","Mourning Wheatear","Oenanthe lugens","Muscicapidae (Old World Flycatchers)","Passeriformes"
"14014","mouwhe3","Mourning Wheatear (Mourning)","Oenanthe lugens lugens/persica","Muscicapidae (Old World Flycatchers)","Passeriformes"
"14015","mouwhe6","Mourning Wheatear (Maghreb)","Oenanthe lugens halophila","Muscicapidae (Old World Flycatchers)","Passeriformes"
"14016","mouwhe7","Mourning Wheatear (Basalt)","Oenanthe lugens warriae","Muscicapidae (Old World Flycatchers)","Passeriformes"
"14017","retwhe3","Kurdish Wheatear","Oenanthe xanthoprymna","Muscicapidae (Old World Flycatchers)","Passeriformes"
"14018","retwhe2","Persian Wheatear","Oenanthe chrysopygia","Muscicapidae (Old World Flycatchers)","Passeriformes"
"14019","retwhe1","Kurdish/Persian Wheatear (Red-tailed Wheatear)","Oenanthe xanthoprymna/chrysopygia","Muscicapidae (Old World Flycatchers)","Passeriformes"
"14020","wheate1","wheatear sp.","Oenanthe sp.","Muscicapidae (Old World Flycatchers)","Passeriformes"
"14021","boucha1","Boulder Chat","Pinarornis plumosus","Muscicapidae (Old World Flycatchers)","Passeriformes"
"14022","muscic2","Muscicapid sp.","Muscicapidae sp.","Muscicapidae (Old World Flycatchers)","Passeriformes"
"14023","bohwax","Bohemian Waxwing","Bombycilla garrulus","Bombycillidae (Waxwings)","Passeriformes"
"14024","cedwax","Cedar Waxwing","Bombycilla cedrorum","Bombycillidae (Waxwings)","Passeriformes"
"14025","waxwin","Bohemian/Cedar Waxwing","Bombycilla garrulus/cedrorum","Bombycillidae (Waxwings)","Passeriformes"
"14026","japwax1","Japanese Waxwing","Bombycilla japonica","Bombycillidae (Waxwings)","Passeriformes"
"14027","y00428","Bohemian/Japanese Waxwing","Bombycilla garrulus/japonica","Bombycillidae (Waxwings)","Passeriformes"
"14028","kauoo","Kauai Oo","Moho braccatus","Mohoidae (Hawaiian Honeyeaters)","Passeriformes"
"14029","oahoo","Oahu Oo","Moho apicalis","Mohoidae (Hawaiian Honeyeaters)","Passeriformes"
"14030","bisoo","Bishop's Oo","Moho bishopi","Mohoidae (Hawaiian Honeyeaters)","Passeriformes"
"14031","hawoo","Hawaii Oo","Moho nobilis","Mohoidae (Hawaiian Honeyeaters)","Passeriformes"
"14032","kioea","Kioea","Chaetoptila angustipluma","Mohoidae (Hawaiian Honeyeaters)","Passeriformes"
"14033","bayfly1","Black-and-yellow Silky-flycatcher","Phainoptila melanoxantha","Ptiliogonatidae (Silky-flycatchers)","Passeriformes"
"14034","grsfly1","Gray Silky-flycatcher","Ptiliogonys cinereus","Ptiliogonatidae (Silky-flycatchers)","Passeriformes"
"14035","ltsfly1","Long-tailed Silky-flycatcher","Ptiliogonys caudatus","Ptiliogonatidae (Silky-flycatchers)","Passeriformes"
"14036","phaino","Phainopepla","Phainopepla nitens","Ptiliogonatidae (Silky-flycatchers)","Passeriformes"
"14037","palmch1","Palmchat","Dulus dominicus","Dulidae (Palmchat)","Passeriformes"
"14038","olfwhi1","Hylocitrea","Hylocitrea bonensis","Hylocitreidae (Hylocitrea)","Passeriformes"
"14039","hyloci1","Hylocitrea (Northern)","Hylocitrea bonensis bonensis","Hylocitreidae (Hylocitrea)","Passeriformes"
"14040","hyloci2","Hylocitrea (Southern)","Hylocitrea bonensis bonthaina","Hylocitreidae (Hylocitrea)","Passeriformes"
"14041","hypoco1","Hypocolius","Hypocolius ampelinus","Hypocoliidae (Hypocolius)","Passeriformes"
"14042","gursug1","Gurney's Sugarbird","Promerops gurneyi","Promeropidae (Sugarbirds)","Passeriformes"
"14043","capsug1","Cape Sugarbird","Promerops cafer","Promeropidae (Sugarbirds)","Passeriformes"
"14044","spothr1","Spot-throat","Modulatrix stictigula","Modulatricidae (Dapple-throat and Allies)","Passeriformes"
"14045","dapthr1","Dapple-throat","Arcanator orostruthus","Modulatricidae (Dapple-throat and Allies)","Passeriformes"
"14046","gycill1","Gray-chested Babbler","Kakamega poliothorax","Modulatricidae (Dapple-throat and Allies)","Passeriformes"
"14047","olbflo1","Olive-backed Flowerpecker","Prionochilus olivaceus","Dicaeidae (Flowerpeckers)","Passeriformes"
"14048","yebflo2","Yellow-breasted Flowerpecker","Prionochilus maculatus","Dicaeidae (Flowerpeckers)","Passeriformes"
"14049","crbflo1","Crimson-breasted Flowerpecker","Prionochilus percussus","Dicaeidae (Flowerpeckers)","Passeriformes"
"14050","palflo1","Palawan Flowerpecker","Prionochilus plateni","Dicaeidae (Flowerpeckers)","Passeriformes"
"14051","yerflo1","Yellow-rumped Flowerpecker","Prionochilus xanthopygius","Dicaeidae (Flowerpeckers)","Passeriformes"
"14052","scbflo2","Scarlet-breasted Flowerpecker","Prionochilus thoracicus","Dicaeidae (Flowerpeckers)","Passeriformes"
"14053","priono1","Prionochilus sp.","Prionochilus sp.","Dicaeidae (Flowerpeckers)","Passeriformes"
"14054","speflo1","Spectacled Flowerpecker","Dicaeum dayakorum","Dicaeidae (Flowerpeckers)","Passeriformes"
"14055","gorflo1","Golden-rumped Flowerpecker","Dicaeum annae","Dicaeidae (Flowerpeckers)","Passeriformes"
"14056","thbflo1","Thick-billed Flowerpecker","Dicaeum agile","Dicaeidae (Flowerpeckers)","Passeriformes"
"14057","thbflo2","Thick-billed Flowerpecker (Indian)","Dicaeum agile agile/zeylonicum","Dicaeidae (Flowerpeckers)","Passeriformes"
"14058","thbflo4","Thick-billed Flowerpecker (obsoletum Group)","Dicaeum agile [obsoletum Group]","Dicaeidae (Flowerpeckers)","Passeriformes"
"14059","thbflo3","Thick-billed Flowerpecker (Striped)","Dicaeum agile [aeruginosum Group]","Dicaeidae (Flowerpeckers)","Passeriformes"
"14060","brbflo1","Brown-backed Flowerpecker","Dicaeum everetti","Dicaeidae (Flowerpeckers)","Passeriformes"
"14061","whiflo1","Whiskered Flowerpecker","Dicaeum proprium","Dicaeidae (Flowerpeckers)","Passeriformes"
"14062","yevflo1","Yellow-vented Flowerpecker","Dicaeum chrysorrheum","Dicaeidae (Flowerpeckers)","Passeriformes"
"14063","yebflo1","Yellow-bellied Flowerpecker","Dicaeum melanozanthum","Dicaeidae (Flowerpeckers)","Passeriformes"
"14064","whtflo1","White-throated Flowerpecker","Dicaeum vincens","Dicaeidae (Flowerpeckers)","Passeriformes"
"14065","yesflo1","Yellow-sided Flowerpecker","Dicaeum aureolimbatum","Dicaeidae (Flowerpeckers)","Passeriformes"
"14066","olcflo1","Olive-capped Flowerpecker","Dicaeum nigrilore","Dicaeidae (Flowerpeckers)","Passeriformes"
"14067","flcflo1","Flame-crowned Flowerpecker","Dicaeum anthonyi","Dicaeidae (Flowerpeckers)","Passeriformes"
"14068","flcflo2","Flame-crowned Flowerpecker (Yellow-crowned)","Dicaeum anthonyi anthonyi","Dicaeidae (Flowerpeckers)","Passeriformes"
"14069","flcflo3","Flame-crowned Flowerpecker (Flame-crowned)","Dicaeum anthonyi kampalili/masawan","Dicaeidae (Flowerpeckers)","Passeriformes"
"14070","bicflo1","Bicolored Flowerpecker","Dicaeum bicolor","Dicaeidae (Flowerpeckers)","Passeriformes"
"14071","cebflo1","Cebu Flowerpecker","Dicaeum quadricolor","Dicaeidae (Flowerpeckers)","Passeriformes"
"14072","resflo1","Red-keeled Flowerpecker","Dicaeum australe","Dicaeidae (Flowerpeckers)","Passeriformes"
"14073","rekflo1","Black-belted Flowerpecker","Dicaeum haematostictum","Dicaeidae (Flowerpeckers)","Passeriformes"
"14074","sccflo1","Scarlet-collared Flowerpecker","Dicaeum retrocinctum","Dicaeidae (Flowerpeckers)","Passeriformes"
"14075","orbflo1","Orange-bellied Flowerpecker","Dicaeum trigonostigma","Dicaeidae (Flowerpeckers)","Passeriformes"
"14076","whbflo1","White-bellied Flowerpecker","Dicaeum hypoleucum","Dicaeidae (Flowerpeckers)","Passeriformes"
"14077","whbflo7","White-bellied Flowerpecker (obscurum/cagayanense)","Dicaeum hypoleucum obscurum/cagayanense","Dicaeidae (Flowerpeckers)","Passeriformes"
"14078","whbflo4","White-bellied Flowerpecker (pontifex)","Dicaeum hypoleucum pontifex","Dicaeidae (Flowerpeckers)","Passeriformes"
"14079","whbflo8","White-bellied Flowerpecker (hypoleucum/mindanense)","Dicaeum hypoleucum hypoleucum/mindanense","Dicaeidae (Flowerpeckers)","Passeriformes"
"14080","pabflo1","Pale-billed Flowerpecker","Dicaeum erythrorhynchos","Dicaeidae (Flowerpeckers)","Passeriformes"
"14081","y00826","Thick-billed/Pale-billed Flowerpecker","Dicaeum agile/erythrorhynchos","Dicaeidae (Flowerpeckers)","Passeriformes"
"14082","plaflo1","Nilgiri Flowerpecker","Dicaeum concolor","Dicaeidae (Flowerpeckers)","Passeriformes"
"14083","y01106","Pale-billed/Nilgiri Flowerpecker","Dicaeum erythrorhynchos/concolor","Dicaeidae (Flowerpeckers)","Passeriformes"
"14084","plaflo2","Plain Flowerpecker","Dicaeum minullum","Dicaeidae (Flowerpeckers)","Passeriformes"
"14085","andflo1","Andaman Flowerpecker","Dicaeum virescens","Dicaeidae (Flowerpeckers)","Passeriformes"
"14086","pygflo1","Pygmy Flowerpecker","Dicaeum pygmaeum","Dicaeidae (Flowerpeckers)","Passeriformes"
"14087","crcflo1","Crimson-crowned Flowerpecker","Dicaeum nehrkorni","Dicaeidae (Flowerpeckers)","Passeriformes"
"14088","flbflo3","Halmahera Flowerpecker","Dicaeum schistaceiceps","Dicaeidae (Flowerpeckers)","Passeriformes"
"14089","flbflo2","Buru Flowerpecker","Dicaeum erythrothorax","Dicaeidae (Flowerpeckers)","Passeriformes"
"14090","ashflo1","Ashy Flowerpecker","Dicaeum vulneratum","Dicaeidae (Flowerpeckers)","Passeriformes"
"14091","olcflo2","Olive-crowned Flowerpecker","Dicaeum pectorale","Dicaeidae (Flowerpeckers)","Passeriformes"
"14092","recflo1","Red-capped Flowerpecker","Dicaeum geelvinkianum","Dicaeidae (Flowerpeckers)","Passeriformes"
